Word,Gender,Sentence ID,Sentence,Document ID,Document
She,FEMALE,2,"You tell it like it is, Aisha She looks like one of them lawyer 's girlfriends I mean She 's butt ... it 's just so small ... We 're talkin slim pickin 's, girl What up, Aisha.where is it?",15,"=hyperlink(""C:\Users\rpilo\Downloads\orpheus\dataset\output\coref_CoreNLP_minified_corpus\coref\Adam_Sandler_Baby_Got_Jack.txt"")"
She,FEMALE,2,"You tell it like it is, Aisha She looks like one of them lawyer 's girlfriends I mean She 's butt ... it 's just so small ... We 're talkin slim pickin 's, girl What up, Aisha.where is it?",15,"=hyperlink(""C:\Users\rpilo\Downloads\orpheus\dataset\output\coref_CoreNLP_minified_corpus\coref\Adam_Sandler_Baby_Got_Jack.txt"")"
that homegirl 's butt,MALE,1,"[ Intro] Yo 's yo, Flyda, check that homegirl 's butt out Mmmhmm, girl, it 's so flat!",15,"=hyperlink(""C:\Users\rpilo\Downloads\orpheus\dataset\output\coref_CoreNLP_minified_corpus\coref\Adam_Sandler_Baby_Got_Jack.txt"")"
Charlie,MALE,8,'Cause my could 've gone with Charlie In the side of Charlie 's Harley Mamma 's on the phone with a stylist( Fuck Charlie!),16,"=hyperlink(""C:\Users\rpilo\Downloads\orpheus\dataset\output\coref_CoreNLP_minified_corpus\coref\Adam_Sandler_Dee_Wee_(My_Friend_The_Massive_Idiot).txt"")"
Charlie 's,MALE,8,'Cause my could 've gone with Charlie In the side of Charlie 's Harley Mamma 's on the phone with a stylist( Fuck Charlie!),16,"=hyperlink(""C:\Users\rpilo\Downloads\orpheus\dataset\output\coref_CoreNLP_minified_corpus\coref\Adam_Sandler_Dee_Wee_(My_Friend_The_Massive_Idiot).txt"")"
Charlie,MALE,8,'Cause my could 've gone with Charlie In the side of Charlie 's Harley Mamma 's on the phone with a stylist( Fuck Charlie!),16,"=hyperlink(""C:\Users\rpilo\Downloads\orpheus\dataset\output\coref_CoreNLP_minified_corpus\coref\Adam_Sandler_Dee_Wee_(My_Friend_The_Massive_Idiot).txt"")"
Charlie 's Harley Mamma 's,MALE,8,'Cause my could 've gone with Charlie In the side of Charlie 's Harley Mamma 's on the phone with a stylist( Fuck Charlie!),16,"=hyperlink(""C:\Users\rpilo\Downloads\orpheus\dataset\output\coref_CoreNLP_minified_corpus\coref\Adam_Sandler_Dee_Wee_(My_Friend_The_Massive_Idiot).txt"")"
He,MALE,6,"( my could n't find my fuckin' snowboots, pal) my wish my had a car( Huge, huge hangover) Oh, no( Massive hailstorm, massive hailstorm, massive) That stupid little punk He 's probably fuckin' drunk my bet He drank a case Want to pop He in the face right now Mamma 's eyebrow Wicked good Wicked good( Oh, GOD) Wicked good Wicked good( Fuck yeah) Wicked good Wicked good( Pisser?)",16,"=hyperlink(""C:\Users\rpilo\Downloads\orpheus\dataset\output\coref_CoreNLP_minified_corpus\coref\Adam_Sandler_Dee_Wee_(My_Friend_The_Massive_Idiot).txt"")"
He,MALE,6,"( my could n't find my fuckin' snowboots, pal) my wish my had a car( Huge, huge hangover) Oh, no( Massive hailstorm, massive hailstorm, massive) That stupid little punk He 's probably fuckin' drunk my bet He drank a case Want to pop He in the face right now Mamma 's eyebrow Wicked good Wicked good( Oh, GOD) Wicked good Wicked good( Fuck yeah) Wicked good Wicked good( Pisser?)",16,"=hyperlink(""C:\Users\rpilo\Downloads\orpheus\dataset\output\coref_CoreNLP_minified_corpus\coref\Adam_Sandler_Dee_Wee_(My_Friend_The_Massive_Idiot).txt"")"
He,MALE,6,"( my could n't find my fuckin' snowboots, pal) my wish my had a car( Huge, huge hangover) Oh, no( Massive hailstorm, massive hailstorm, massive) That stupid little punk He 's probably fuckin' drunk my bet He drank a case Want to pop He in the face right now Mamma 's eyebrow Wicked good Wicked good( Oh, GOD) Wicked good Wicked good( Fuck yeah) Wicked good Wicked good( Pisser?)",16,"=hyperlink(""C:\Users\rpilo\Downloads\orpheus\dataset\output\coref_CoreNLP_minified_corpus\coref\Adam_Sandler_Dee_Wee_(My_Friend_The_Massive_Idiot).txt"")"
He,MALE,5,"( my pants are still in the dryer, dude) Where the fuck is He?",16,"=hyperlink(""C:\Users\rpilo\Downloads\orpheus\dataset\output\coref_CoreNLP_minified_corpus\coref\Adam_Sandler_Dee_Wee_(My_Friend_The_Massive_Idiot).txt"")"
He,MALE,16,He got ta dee wee He got ta dee wee He got ta dee wee He got a D.W.I.( Up the river)( Up the river)( Up the river)( Up the river)( Up the river)( Up the river)( Up the river)( Up the river)( Up the river),16,"=hyperlink(""C:\Users\rpilo\Downloads\orpheus\dataset\output\coref_CoreNLP_minified_corpus\coref\Adam_Sandler_Dee_Wee_(My_Friend_The_Massive_Idiot).txt"")"
He,MALE,16,He got ta dee wee He got ta dee wee He got ta dee wee He got a D.W.I.( Up the river)( Up the river)( Up the river)( Up the river)( Up the river)( Up the river)( Up the river)( Up the river)( Up the river),16,"=hyperlink(""C:\Users\rpilo\Downloads\orpheus\dataset\output\coref_CoreNLP_minified_corpus\coref\Adam_Sandler_Dee_Wee_(My_Friend_The_Massive_Idiot).txt"")"
He,MALE,16,He got ta dee wee He got ta dee wee He got ta dee wee He got a D.W.I.( Up the river)( Up the river)( Up the river)( Up the river)( Up the river)( Up the river)( Up the river)( Up the river)( Up the river),16,"=hyperlink(""C:\Users\rpilo\Downloads\orpheus\dataset\output\coref_CoreNLP_minified_corpus\coref\Adam_Sandler_Dee_Wee_(My_Friend_The_Massive_Idiot).txt"")"
He,MALE,16,He got ta dee wee He got ta dee wee He got ta dee wee He got a D.W.I.( Up the river)( Up the river)( Up the river)( Up the river)( Up the river)( Up the river)( Up the river)( Up the river)( Up the river),16,"=hyperlink(""C:\Users\rpilo\Downloads\orpheus\dataset\output\coref_CoreNLP_minified_corpus\coref\Adam_Sandler_Dee_Wee_(My_Friend_The_Massive_Idiot).txt"")"
He,MALE,1,He said He 'd be here at seven The clock just hit 7:22 It 's too cold outside To wait for my ride Watching mamma try out a new doo( Bruins) He said He 'd be here at seven But it just hit 7:35( already?),16,"=hyperlink(""C:\Users\rpilo\Downloads\orpheus\dataset\output\coref_CoreNLP_minified_corpus\coref\Adam_Sandler_Dee_Wee_(My_Friend_The_Massive_Idiot).txt"")"
He,MALE,1,He said He 'd be here at seven The clock just hit 7:22 It 's too cold outside To wait for my ride Watching mamma try out a new doo( Bruins) He said He 'd be here at seven But it just hit 7:35( already?),16,"=hyperlink(""C:\Users\rpilo\Downloads\orpheus\dataset\output\coref_CoreNLP_minified_corpus\coref\Adam_Sandler_Dee_Wee_(My_Friend_The_Massive_Idiot).txt"")"
He,MALE,1,He said He 'd be here at seven The clock just hit 7:22 It 's too cold outside To wait for my ride Watching mamma try out a new doo( Bruins) He said He 'd be here at seven But it just hit 7:35( already?),16,"=hyperlink(""C:\Users\rpilo\Downloads\orpheus\dataset\output\coref_CoreNLP_minified_corpus\coref\Adam_Sandler_Dee_Wee_(My_Friend_The_Massive_Idiot).txt"")"
He,MALE,1,He said He 'd be here at seven The clock just hit 7:22 It 's too cold outside To wait for my ride Watching mamma try out a new doo( Bruins) He said He 'd be here at seven But it just hit 7:35( already?),16,"=hyperlink(""C:\Users\rpilo\Downloads\orpheus\dataset\output\coref_CoreNLP_minified_corpus\coref\Adam_Sandler_Dee_Wee_(My_Friend_The_Massive_Idiot).txt"")"
my ass Mamma 's,MALE,2,"Here in Brockton, Mass., my got my thumb in my ass Mamma 's combing up a big beehive( Celtics) Where the fuck is He?",16,"=hyperlink(""C:\Users\rpilo\Downloads\orpheus\dataset\output\coref_CoreNLP_minified_corpus\coref\Adam_Sandler_Dee_Wee_(My_Friend_The_Massive_Idiot).txt"")"
He,MALE,2,"Here in Brockton, Mass., my got my thumb in my ass Mamma 's combing up a big beehive( Celtics) Where the fuck is He?",16,"=hyperlink(""C:\Users\rpilo\Downloads\orpheus\dataset\output\coref_CoreNLP_minified_corpus\coref\Adam_Sandler_Dee_Wee_(My_Friend_The_Massive_Idiot).txt"")"
He,MALE,4,"The bitch does n't even bother calling Even though my 's 7:44( my fell asleep, pally) my 'm feeling kinda antsy Mamma 's getting fancy Slicking back a wet pompadour( Red Sox) He said He 'd be here at seven It 's closing in on 8:01( Trimmin' the' stache, kid) my lookin' like a sap In a wool knit cap Mamma 's next move is a bun( fuckin' Patriots) Where the fuck is He?",16,"=hyperlink(""C:\Users\rpilo\Downloads\orpheus\dataset\output\coref_CoreNLP_minified_corpus\coref\Adam_Sandler_Dee_Wee_(My_Friend_The_Massive_Idiot).txt"")"
He,MALE,4,"The bitch does n't even bother calling Even though my 's 7:44( my fell asleep, pally) my 'm feeling kinda antsy Mamma 's getting fancy Slicking back a wet pompadour( Red Sox) He said He 'd be here at seven It 's closing in on 8:01( Trimmin' the' stache, kid) my lookin' like a sap In a wool knit cap Mamma 's next move is a bun( fuckin' Patriots) Where the fuck is He?",16,"=hyperlink(""C:\Users\rpilo\Downloads\orpheus\dataset\output\coref_CoreNLP_minified_corpus\coref\Adam_Sandler_Dee_Wee_(My_Friend_The_Massive_Idiot).txt"")"
He,MALE,4,"The bitch does n't even bother calling Even though my 's 7:44( my fell asleep, pally) my 'm feeling kinda antsy Mamma 's getting fancy Slicking back a wet pompadour( Red Sox) He said He 'd be here at seven It 's closing in on 8:01( Trimmin' the' stache, kid) my lookin' like a sap In a wool knit cap Mamma 's next move is a bun( fuckin' Patriots) Where the fuck is He?",16,"=hyperlink(""C:\Users\rpilo\Downloads\orpheus\dataset\output\coref_CoreNLP_minified_corpus\coref\Adam_Sandler_Dee_Wee_(My_Friend_The_Massive_Idiot).txt"")"
He,MALE,3,Where the fuck is He?,16,"=hyperlink(""C:\Users\rpilo\Downloads\orpheus\dataset\output\coref_CoreNLP_minified_corpus\coref\Adam_Sandler_Dee_Wee_(My_Friend_The_Massive_Idiot).txt"")"
Charlie,MALE,15,"my forgot it though) my wish my had a car my wish my had a car( A cop pulled my over, buddy) my wish my went with Charlie( 5.2 blood level, state record) my could have gone with Charlie( my 'm in a wicked mess of trouble, ha ha!)",16,"=hyperlink(""C:\Users\rpilo\Downloads\orpheus\dataset\output\coref_CoreNLP_minified_corpus\coref\Adam_Sandler_Dee_Wee_(My_Friend_The_Massive_Idiot).txt"")"
Charlie,MALE,15,"my forgot it though) my wish my had a car my wish my had a car( A cop pulled my over, buddy) my wish my went with Charlie( 5.2 blood level, state record) my could have gone with Charlie( my 'm in a wicked mess of trouble, ha ha!)",16,"=hyperlink(""C:\Users\rpilo\Downloads\orpheus\dataset\output\coref_CoreNLP_minified_corpus\coref\Adam_Sandler_Dee_Wee_(My_Friend_The_Massive_Idiot).txt"")"
Davey,MALE,3,"Let a try out, Davey Would your check out Davey 's bazugs ?!",20,"=hyperlink(""C:\Users\rpilo\Downloads\orpheus\dataset\output\coref_CoreNLP_minified_corpus\coref\Adam_Sandler_Intervention_Song.txt"")"
Davey 's,MALE,3,"Let a try out, Davey Would your check out Davey 's bazugs ?!",20,"=hyperlink(""C:\Users\rpilo\Downloads\orpheus\dataset\output\coref_CoreNLP_minified_corpus\coref\Adam_Sandler_Intervention_Song.txt"")"
Davey,MALE,1,"We all heard what happened at the skating rink today When Whitey brought up your sad past, your snapped and walked away Well maybe they 're onto something that your should give a try Go ahead and let a try out, and have yourself a cry Let a try out, Davey!",20,"=hyperlink(""C:\Users\rpilo\Downloads\orpheus\dataset\output\coref_CoreNLP_minified_corpus\coref\Adam_Sandler_Intervention_Song.txt"")"
a boy who I love more,MALE,4,"But I found a boy who I love more, Than I ever did you before, So stand beside the river I cried, And lay you down.",26,"=hyperlink(""C:\Users\rpilo\Downloads\orpheus\dataset\output\coref_CoreNLP_minified_corpus\coref\Adele_I_Found_A_Boy.txt"")"
a boy who I love more,MALE,8,"Cause I found a boy who I love more, Than I ever did you before, So stand beside the river I cried And lay you down.",26,"=hyperlink(""C:\Users\rpilo\Downloads\orpheus\dataset\output\coref_CoreNLP_minified_corpus\coref\Adele_I_Found_A_Boy.txt"")"
he,MALE,2,"I fall short each time, Every time he ai n't here you and you charm creep closer Closer and near Like a fool for fire, I fall, with I 's pride and all.",26,"=hyperlink(""C:\Users\rpilo\Downloads\orpheus\dataset\output\coref_CoreNLP_minified_corpus\coref\Adele_I_Found_A_Boy.txt"")"
he,MALE,1,"I thought I told you, he 'd be home soon Could n't help I, you 're too good to be true.",26,"=hyperlink(""C:\Users\rpilo\Downloads\orpheus\dataset\output\coref_CoreNLP_minified_corpus\coref\Adele_I_Found_A_Boy.txt"")"
She,FEMALE,1,It be night time when shadows fade She was dressed like a chamber maid All decked out in silk and I took She 's Like a cat takes to milk Come here little Queenie or ... Has the cat got your tongue?,33,"=hyperlink(""C:\Users\rpilo\Downloads\orpheus\dataset\output\coref_CoreNLP_minified_corpus\coref\Aerosmith_Black_Cherry.txt"")"
She,FEMALE,1,It be night time when shadows fade She was dressed like a chamber maid All decked out in silk and I took She 's Like a cat takes to milk Come here little Queenie or ... Has the cat got your tongue?,33,"=hyperlink(""C:\Users\rpilo\Downloads\orpheus\dataset\output\coref_CoreNLP_minified_corpus\coref\Aerosmith_Black_Cherry.txt"")"
She,FEMALE,1,"Written by Bruce Channel and Margaret Cobb Hey, hey baby, I wan na know if you 'll be I 's girl Hey, hey baby, I wan na know if you 'll be I 's girl When I saw you walking down the street I said that 's the kind of girl I 'd like to meet She 's so pretty, Lord She 's fine.",81,"=hyperlink(""C:\Users\rpilo\Downloads\orpheus\dataset\output\coref_CoreNLP_minified_corpus\coref\Alabama_Hey_Baby.txt"")"
She,FEMALE,1,"Written by Bruce Channel and Margaret Cobb Hey, hey baby, I wan na know if you 'll be I 's girl Hey, hey baby, I wan na know if you 'll be I 's girl When I saw you walking down the street I said that 's the kind of girl I 'd like to meet She 's so pretty, Lord She 's fine.",81,"=hyperlink(""C:\Users\rpilo\Downloads\orpheus\dataset\output\coref_CoreNLP_minified_corpus\coref\Alabama_Hey_Baby.txt"")"
Grandma,FEMALE,3,Like Grandma and Grandpa used to play.,86,"=hyperlink(""C:\Users\rpilo\Downloads\orpheus\dataset\output\coref_CoreNLP_minified_corpus\coref\Alabama_Mountain_Music.txt"")"
Grandma,FEMALE,10,Like Grandma and Grandpa used to play.,86,"=hyperlink(""C:\Users\rpilo\Downloads\orpheus\dataset\output\coref_CoreNLP_minified_corpus\coref\Alabama_Mountain_Music.txt"")"
Grandma,FEMALE,24,Like Grandma and Grandpa used to play.,86,"=hyperlink(""C:\Users\rpilo\Downloads\orpheus\dataset\output\coref_CoreNLP_minified_corpus\coref\Alabama_Mountain_Music.txt"")"
He,MALE,3,Before you run and hide He 's gon na get you you got no choice 'Cause you ca n't escape the voice,102,"=hyperlink(""C:\Users\rpilo\Downloads\orpheus\dataset\output\coref_CoreNLP_minified_corpus\coref\Alan_Parsons_Project_The_Voice.txt"")"
He,MALE,2,Before you run and hide He 's gon na get you you got no choice 'Cause you ca n't escape the voice Jumping with shadows that come up from behind you 're scared of the darkness that 's there in you mind you 're frightened to move because of what you might find Someone is watching you He 's gon na get you.,102,"=hyperlink(""C:\Users\rpilo\Downloads\orpheus\dataset\output\coref_CoreNLP_minified_corpus\coref\Alan_Parsons_Project_The_Voice.txt"")"
He,MALE,2,Before you run and hide He 's gon na get you you got no choice 'Cause you ca n't escape the voice Jumping with shadows that come up from behind you 're scared of the darkness that 's there in you mind you 're frightened to move because of what you might find Someone is watching you He 's gon na get you.,102,"=hyperlink(""C:\Users\rpilo\Downloads\orpheus\dataset\output\coref_CoreNLP_minified_corpus\coref\Alan_Parsons_Project_The_Voice.txt"")"
He,MALE,1,"It 's almost a feeling you can touch in the air you look all around you, but nobody 's there It 's been a long time now since you 've been aware That somebody 's watching you He 's gon na get you Sooner or later when you big chances come you 'll look for the catches, but there 'll be none Remember before you grab the money and run That someone is watching you He 's gon na get you.",102,"=hyperlink(""C:\Users\rpilo\Downloads\orpheus\dataset\output\coref_CoreNLP_minified_corpus\coref\Alan_Parsons_Project_The_Voice.txt"")"
He,MALE,1,"It 's almost a feeling you can touch in the air you look all around you, but nobody 's there It 's been a long time now since you 've been aware That somebody 's watching you He 's gon na get you Sooner or later when you big chances come you 'll look for the catches, but there 'll be none Remember before you grab the money and run That someone is watching you He 's gon na get you.",102,"=hyperlink(""C:\Users\rpilo\Downloads\orpheus\dataset\output\coref_CoreNLP_minified_corpus\coref\Alan_Parsons_Project_The_Voice.txt"")"
Dad,MALE,7,"Go fuck and fuck and make a buck Come and show I how, boy you 're going to need a lot of luck Mommy 's little cowboy Hey, Dad ... try and keep this sacred Hey, Dad ... how 'd you hide the hatred I just want to tell you you 're a lousy Dad to hell with you Enough 's enough 's enough 's enough Enough 's enough 's enough 's enough Enough 's enough 's enough 's enough Oh enough!",111,"=hyperlink(""C:\Users\rpilo\Downloads\orpheus\dataset\output\coref_CoreNLP_minified_corpus\coref\Alice_Cooper_Enoughs_Enough.txt"")"
Dad,MALE,7,"Go fuck and fuck and make a buck Come and show I how, boy you 're going to need a lot of luck Mommy 's little cowboy Hey, Dad ... try and keep this sacred Hey, Dad ... how 'd you hide the hatred I just want to tell you you 're a lousy Dad to hell with you Enough 's enough 's enough 's enough Enough 's enough 's enough 's enough Enough 's enough 's enough 's enough Oh enough!",111,"=hyperlink(""C:\Users\rpilo\Downloads\orpheus\dataset\output\coref_CoreNLP_minified_corpus\coref\Alice_Cooper_Enoughs_Enough.txt"")"
Dad,MALE,2,Hey Dad ... Can we live without her?,111,"=hyperlink(""C:\Users\rpilo\Downloads\orpheus\dataset\output\coref_CoreNLP_minified_corpus\coref\Alice_Cooper_Enoughs_Enough.txt"")"
her,FEMALE,2,Hey Dad ... Can we live without her?,111,"=hyperlink(""C:\Users\rpilo\Downloads\orpheus\dataset\output\coref_CoreNLP_minified_corpus\coref\Alice_Cooper_Enoughs_Enough.txt"")"
he,MALE,3,"I do n't need you money, you position or you candy, Daddy Enough enough 's enough 's enough When I 's mother died, her laid in bed and cried:"" I 'm going to miss you, I 's brave little cowboy"" I saw I 's father smile( a smile he tried to hide) he told I"" Son, I 've really got you now, boy"" So come on, little cowboy Go buck and fuck and make a buck Gon na show I how, boy?",111,"=hyperlink(""C:\Users\rpilo\Downloads\orpheus\dataset\output\coref_CoreNLP_minified_corpus\coref\Alice_Cooper_Enoughs_Enough.txt"")"
he,MALE,3,"I do n't need you money, you position or you candy, Daddy Enough enough 's enough 's enough When I 's mother died, her laid in bed and cried:"" I 'm going to miss you, I 's brave little cowboy"" I saw I 's father smile( a smile he tried to hide) he told I"" Son, I 've really got you now, boy"" So come on, little cowboy Go buck and fuck and make a buck Gon na show I how, boy?",111,"=hyperlink(""C:\Users\rpilo\Downloads\orpheus\dataset\output\coref_CoreNLP_minified_corpus\coref\Alice_Cooper_Enoughs_Enough.txt"")"
her,FEMALE,3,"I do n't need you money, you position or you candy, Daddy Enough enough 's enough 's enough When I 's mother died, her laid in bed and cried:"" I 'm going to miss you, I 's brave little cowboy"" I saw I 's father smile( a smile he tried to hide) he told I"" Son, I 've really got you now, boy"" So come on, little cowboy Go buck and fuck and make a buck Gon na show I how, boy?",111,"=hyperlink(""C:\Users\rpilo\Downloads\orpheus\dataset\output\coref_CoreNLP_minified_corpus\coref\Alice_Cooper_Enoughs_Enough.txt"")"
a lady,FEMALE,1,"Yeah, I want to travel south this year Aaah, Woah, Woah Wo n't prevent safe passage here Why you act crazy Not an act maybe So close a lady Shifty eyes shady Yeah, hey Yeah, tears that soak A callous heart Why you act frightened I am enlightened you weakness builds I So someday you 'll see I stay away Why you act crazy Not an act maybe So close a lady Shifty eyes shady I stay away( 4x)",135,"=hyperlink(""C:\Users\rpilo\Downloads\orpheus\dataset\output\coref_CoreNLP_minified_corpus\coref\Alice_In_Chains_Stay.txt"")"
a lady,FEMALE,1,"Yeah, I want to travel south this year Aaah, Woah, Woah Wo n't prevent safe passage here Why you act crazy Not an act maybe So close a lady Shifty eyes shady Yeah, hey Yeah, tears that soak A callous heart Why you act frightened I am enlightened you weakness builds I So someday you 'll see I stay away Why you act crazy Not an act maybe So close a lady Shifty eyes shady I stay away( 4x)",135,"=hyperlink(""C:\Users\rpilo\Downloads\orpheus\dataset\output\coref_CoreNLP_minified_corpus\coref\Alice_In_Chains_Stay.txt"")"
and crown Good Lord,MALE,3,"As I went down in the river to pray Studying about that good old way And who shall wear the robe and crown Good Lord, show I the way!",138,"=hyperlink(""C:\Users\rpilo\Downloads\orpheus\dataset\output\coref_CoreNLP_minified_corpus\coref\Alison_Krauss_Down_To_The_River_To_Pray.txt"")"
and crown Good Lord,MALE,7,"As I went down in the river to pray Studying about that good old way And who shall wear the robe and crown Good Lord, show I the way!",138,"=hyperlink(""C:\Users\rpilo\Downloads\orpheus\dataset\output\coref_CoreNLP_minified_corpus\coref\Alison_Krauss_Down_To_The_River_To_Pray.txt"")"
and crown Good Lord,MALE,11,"As I went down in the river to pray Studying about that good old way And who shall wear the robe and crown Good Lord, show I the way!",138,"=hyperlink(""C:\Users\rpilo\Downloads\orpheus\dataset\output\coref_CoreNLP_minified_corpus\coref\Alison_Krauss_Down_To_The_River_To_Pray.txt"")"
Good Lord,MALE,1,"As I went down in the river to pray Studying about that good old way And who shall wear the starry crown Good Lord, show I the way!",138,"=hyperlink(""C:\Users\rpilo\Downloads\orpheus\dataset\output\coref_CoreNLP_minified_corpus\coref\Alison_Krauss_Down_To_The_River_To_Pray.txt"")"
Good Lord,MALE,5,"As I went down in the river to pray Studying about that good old way And who shall wear the starry crown Good Lord, show I the way!",138,"=hyperlink(""C:\Users\rpilo\Downloads\orpheus\dataset\output\coref_CoreNLP_minified_corpus\coref\Alison_Krauss_Down_To_The_River_To_Pray.txt"")"
Good Lord,MALE,9,"As I went down in the river to pray Studying about that good old way And who shall wear the starry crown Good Lord, show I the way!",138,"=hyperlink(""C:\Users\rpilo\Downloads\orpheus\dataset\output\coref_CoreNLP_minified_corpus\coref\Alison_Krauss_Down_To_The_River_To_Pray.txt"")"
